property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type
flat,paras dews,sector 106,1.42,6029.0,4,6,3,11  ,relativelt new,2355.0,1600.0,1254.0,0,1,0,0,0,2
flat,shapoorji pallonji joyville gurugram,sector 102,2.4,10545.0,4,4,3,15  ,relativelt new,2162.0,1600.0,1254.0,0,0,0,0,0,2
flat,experion the heartsong,sector 108,2.28,8204.0,4,5,3,8  ,relativelt new,2779.0,1600.0,1254.0,0,0,0,0,0,2
flat,sobha city,sector 108,1.9,13758.0,2,2,2,8  ,relativelt new,1381.0,1600.0,1254.0,0,0,0,0,0,2
flat,sobha city,sector 108,3.25,15685.0,3,3,3,12  ,relativelt new,2072.0,1600.0,1254.0,0,0,0,0,0,2
flat,sbtl caladium,sector 109,1.6,6286.0,3,3,3,9  ,relativelt new,2545.0,1600.0,1254.0,0,1,0,0,0,2
flat,m3m woodshire,sector 107,0.82,6002.0,2,2,3,7  ,relativelt new,1366.0,1600.0,1254.0,0,0,0,0,0,2
flat,signature global solera,sector 107,0.5,7751.0,3,2,2,6  ,relativelt new,1895.9498700623699,1600.0,645.0,0,0,0,0,1,2
flat,signature global solera,sector 107,0.52,8062.0,3,2,2,5  ,relativelt new,1895.9498700623699,1600.0,645.0,0,0,0,0,1,2
flat,signature global solera,sector 107,0.28,5725.0,2,2,2,6  ,relativelt new,1895.9498700623699,1600.0,489.0,0,0,0,0,0,2
flat,signature global solera,sector 107,0.29,5930.0,2,2,2,3  ,relativelt new,1895.9498700623699,1600.0,489.0,0,0,0,0,0,2
flat,experion the heartsong,sector 108,0.97,9238.0,2,2,3,10  ,relativelt new,1895.9498700623699,1600.0,1050.0,0,1,0,0,0,2
flat,m3m woodshire,sector 107,0.8,5856.0,2,2,3,7  ,relativelt new,1366.0,1600.0,1254.0,0,0,0,0,0,0
flat,emaar gurgaon greens,sector 102,1.45,14179.0,3,3,3,10  ,relativelt new,1650.0,1600.0,1022.58,0,1,0,0,0,2
flat,laxmi apartment,sai kunj,0.55,6470.0,3,2,1,3  ,relativelt new,1895.9498700623699,1600.0,850.0,0,0,0,0,0,2
flat,pareena coban residences,sector 99a,1.1,7096.0,2,2,3,9  ,new Property,1550.0,1600.0,1200.0,1,0,0,0,0,2
flat,ireo the corridors,sector 67a,1.4,9433.0,2,2,2,8  ,relativelt new,1484.0,1600.0,860.0,1,0,0,0,1,2
flat,tulip violet,sector 69,1.42,8998.0,3,3,2,8  ,relativelt new,1578.0,1600.0,1254.0,0,0,0,1,0,0
flat,dlf the primus,sector 82a,2.95,11451.0,4,5,3,10  ,relativelt new,2576.0,1600.0,1700.0,0,1,0,0,0,1
flat,experion windchants,sector 112,2.6,10651.0,2,2,3,8  ,relativelt new,2441.0,1939.03,1254.0,0,0,0,0,0,2
flat,ansal housing highland park,sector 103,1.1,6242.0,3,3,3,7  ,new Property,1762.0,1500.0,1300.0,0,0,0,0,0,2
flat,m3m woodshire,sector 107,0.75,5490.0,2,2,3,14  ,relativelt new,1366.0,1600.0,1050.0,0,0,0,1,0,2
flat,m3m woodshire,sector 107,1.3,8922.0,3,3,3,4  ,relativelt new,1943.0,1554.0,1457.0,0,0,0,1,0,0
flat,m3m woodshire,sector 107,1.49,6310.0,3,4,3,5  ,relativelt new,2361.0,1600.0,1254.0,0,1,1,0,0,0
flat,godrej oasis,sector 88a,1.19,10162.0,2,2,3,15  ,relativelt new,1628.0,1600.0,1171.0,1,0,0,1,0,0
flat,godrej oasis,sector 88a,1.15,7116.0,2,2,3,14  ,relativelt new,1616.0,1600.0,1168.0,1,0,0,1,0,2
flat,satya the hermitage,sector 103,0.99,6655.0,3,4,3,2  ,relativelt new,1991.0,1600.0,1495.0,0,1,0,1,0,2
flat,vatika gurgaon,sector 83,0.78,6265.0,2,2,2,3  ,relativelt new,1245.0,850.0,790.0,1,0,0,1,0,0
flat,vatika gurgaon,sector 83,1.15,5808.0,3,3,2,3  ,relativelt new,1980.0,1350.0,1308.0,1,1,1,1,0,0
flat,raheja vedaanta,sector 108,0.8,4080.0,3,3,3,9  ,relativelt new,1838.0,1600.0,1254.0,0,0,0,1,0,2
flat,conscient heritage max,sector 102,2.2,10237.0,3,4,3,20  ,relativelt new,2149.0,1186.0,1130.0,1,1,0,0,0,0
flat,shree arihant apartment,sector 54,1.55,8611.0,3,3,3,3  ,moderately old,2000.0,1900.0,1800.0,0,1,0,0,0,0
flat,tulip violet,sector 69,1.55,9822.0,3,3,2,0,relativelt new,1578.0,1600.0,1254.0,0,0,0,1,0,0
flat,tulip white,sector 69,0.9,6000.0,3,2,3,1  ,relativelt new,1500.0,1326.0,1050.0,0,0,0,0,0,0
flat,denso haryana housing society,manesar,0.9,4308.0,3,3,3,5  ,moderately old,1895.9498700623699,1600.0,2089.0,0,1,0,0,0,2
flat,the nav manesar apartment,sector 1,0.85,3953.0,3,3,3,5  ,moderately old,2150.0,1600.0,1254.0,0,1,0,0,0,2
flat,ireo skyon,sector 60,3.0,12484.0,3,3,3,5  ,relativelt new,2403.0,2400.0,2200.0,0,1,0,0,0,0
flat,ireo skyon,sector 60,2.12,15531.0,2,2,2,2  ,relativelt new,1365.0,1350.0,1300.0,0,0,0,1,0,0
flat,umang winter hills,sector 77,1.05,5762.0,3,3,3,7  ,relativelt new,1822.0,1600.0,1400.0,0,0,0,0,0,2
flat,ss the leaf,sector 85,1.65,6852.0,3,4,3,9  ,new Property,2408.0,1600.0,1254.0,0,0,0,1,0,2
flat,alpha corp gurgaonone,sector 84,1.5,7641.0,3,3,3,20  ,relativelt new,1963.0,1600.0,1700.0,0,1,0,0,0,0
flat,m3m merlin,sector 67,3.4,14418.0,3,4,3,16  ,relativelt new,2358.0,1600.0,1254.0,0,1,0,0,0,0
flat,m3m merlin,sector 67,3.5,14843.0,3,4,3,15  ,relativelt new,2358.0,1600.0,1254.0,0,1,0,0,0,0
flat,ireo victory valley,sector 67,3.15,12846.0,3,4,3,15  ,relativelt new,2452.0,1600.0,1254.0,0,1,0,1,0,0
flat,dlf the icon,dlf phase 5,5.25,20388.0,4,4,3,9  ,old property,2575.0,2570.0,2560.0,0,1,0,1,1,2
flat,m3m merlin,sector 67,2.78,13580.0,3,3,3,4  ,relativelt new,2047.0,1600.0,1254.0,0,0,0,1,0,0
flat,ansal heights,sector 92,0.72,4500.0,3,3,3,9  ,relativelt new,1935.0,1700.0,1600.0,0,1,0,0,0,2
flat,professors enclave cghs,sector 56,1.55,7750.0,3,3,3,6  ,moderately old,2000.0,1600.0,1254.0,0,1,0,0,0,0
flat,ansal maple heights,sector 43,1.5,12658.0,3,3,3,7  ,old property,1400.0,1385.0,1185.0,0,0,1,0,0,0
flat,ireo victory valley,sector 67,3.05,16266.0,3,4,2,35  ,relativelt new,2385.0,2200.0,1875.0,1,1,0,0,0,0
flat,ireo the grand arch,sector 58,3.83,21577.0,3,4,2,10  ,relativelt new,2164.0,2000.0,1775.0,1,1,0,0,0,0
flat,m3m skywalk,sector 74,2.25,13636.0,3,3,2,9  ,relativelt new,2038.0,1938.0,1650.0,0,1,0,0,0,0
flat,vatika gurgaon,sector 83,1.4,7179.0,4,4,3,10  ,relativelt new,1895.9498700623699,1600.0,1950.0,0,1,0,0,0,2
flat,experion windchants,sector 112,3.75,13383.0,3,5,3,22  ,relativelt new,2802.0,1600.0,1254.0,0,1,0,0,0,0
flat,capital residences 360,sector 70a,1.51,7641.0,3,3,3,7  ,relativelt new,1976.0,1600.0,1254.0,0,1,0,0,0,2
flat,bestech park view city,sector 48,2.7,11713.0,3,3,3,7  ,relativelt new,2305.0,2000.0,1700.0,1,1,0,0,0,0
flat,la vida by tata housing,sector 113,3.35,12444.0,4,4,3,11  ,relativelt new,1895.9498700623699,1600.0,2692.0,1,1,0,0,0,0
flat,tulip violet,sector 69,1.5,10714.0,3,3,2,8  ,relativelt new,1578.0,1600.0,1400.0,0,0,0,1,0,0
flat,bestech park view grand spa,sector 81,2.2,8270.0,3,4,3,8  ,relativelt new,2660.0,1600.0,2300.0,0,1,0,0,0,0
flat,dlf the primus,sector 82a,2.55,11218.0,4,4,3,14  ,relativelt new,2273.0,1600.0,1340.0,0,0,0,0,0,1
flat,signature global synera,sector 81,0.45,7525.0,2,2,2,6  ,relativelt new,1895.9498700623699,1600.0,598.0,0,0,1,0,0,0
flat,vatika gurgaon,sector 83,1.18,6801.0,3,3,2,14  ,relativelt new,1735.0,1600.0,1500.0,0,0,0,0,0,2
flat,alpha corp gurgaonone,sector 84,0.85,6692.0,2,2,3,6  ,relativelt new,1270.0,1600.0,1050.0,0,0,0,0,0,0
flat,alpha corp gurgaonone,sector 84,1.49,7590.0,3,3,3,6  ,relativelt new,1963.0,1600.0,1700.0,0,1,0,0,0,2
flat,parsvnath exotica,sector 53,6.5,19174.0,4,5,3,10  ,relativelt new,3390.0,3000.0,2500.0,1,1,0,1,0,0
flat,sare homes,sector 92,1.18,5207.0,4,4,3,8  ,relativelt new,1895.9498700623699,1600.0,2266.0,0,1,0,0,0,2
flat,sare homes,sector 92,0.8,5252.0,3,3,3,7  ,relativelt new,1895.9498700623699,1600.0,1523.0,1,0,0,0,0,0
flat,vatika gurgaon,sector 83,1.42,8875.0,4,4,3,7  ,relativelt new,2390.0,2000.0,1600.0,1,1,0,0,0,2
flat,m3m golfestate,sector 65,5.0,16666.0,3,3,3,2  ,relativelt new,3246.0,3245.0,3000.0,0,1,0,0,0,0
flat,dlf the skycourt,sector 86,1.72,8916.0,3,3,1,8  ,relativelt new,1929.0,1600.0,1254.0,0,0,0,0,1,0
flat,emaar emerald hills,sector 65,1.95,13928.0,3,3,3,1  ,new Property,1895.9498700623699,1600.0,1400.0,0,0,1,0,0,0
flat,mapsko paradise,sector 83,0.75,5597.0,3,3,3,10  ,new Property,1340.0,1600.0,1000.0,0,0,0,0,1,0
flat,bptp terra,sector 37d,1.72,7850.0,3,3,3,10  ,relativelt new,2191.0,1600.0,1254.0,0,1,0,0,0,2
flat,adani m2k oyster grande,sector 102,2.5,7817.0,4,5,3,10  ,relativelt new,3198.0,2600.0,2350.0,0,1,0,1,0,0
flat,emaar imperial gardens,sector 102,1.7,8395.0,3,4,3,8  ,relativelt new,2025.0,1750.0,1600.0,0,1,0,1,0,0
flat,unitech fresco,nirvana country,1.14,8532.0,2,2,2,19  ,moderately old,1336.0,1330.0,1100.0,0,0,0,0,1,0
flat,ansal maple crescent,sushant lok phase 1,1.35,10037.0,3,3,3,2  ,old property,1345.0,1320.0,1300.0,0,0,0,0,1,0
flat,prime habitat,sector 99a,0.27,6049.0,2,2,1,10  ,relativelt new,1895.9498700623699,1600.0,448.0,0,0,0,0,0,2
flat,dlf new town heights,sector 86,1.4,5942.0,4,4,3,20  ,relativelt new,2356.0,1600.0,1254.0,0,1,0,1,0,2
flat,dlf new town heights,sector 86,1.25,6476.0,3,4,3,2  ,relativelt new,1930.0,1600.0,1254.0,0,1,0,1,0,2
flat,ss the leaf,sector 85,1.18,10727.0,2,2,3,9  ,relativelt new,1741.0,1700.0,1100.0,1,0,0,0,0,0
flat,ss the leaf,sector 85,1.1,9565.0,2,2,3,10  ,relativelt new,1640.0,1600.0,1150.0,0,0,0,1,0,2
flat,m3m woodshire,sector 107,1.21,6227.0,3,3,3,7  ,moderately old,1943.0,1600.0,1500.0,0,0,0,0,0,0
flat,indiabulls enigma,sector 110,3.45,10147.0,4,4,3,9  ,moderately old,3400.0,1600.0,1254.0,0,1,0,0,0,0
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,10529.0,3,3,3,10  ,relativelt new,1852.0,1600.0,1254.0,0,0,0,0,0,2
flat,puri diplomatic greens,sector 111,3.65,12372.0,4,5,3,17  ,moderately old,2950.0,1600.0,1254.0,0,1,0,0,0,0
flat,dlf regency park,dlf phase 4,2.3,11817.0,3,3,3,7  ,moderately old,1895.9498700623699,1777.0,1254.0,0,1,0,0,0,2
flat,emaar mgf the palm drive,sector 66,3.4,15454.0,3,4,3,9  ,relativelt new,2200.0,1600.0,1254.0,0,1,1,0,0,0
flat,eldeco accolade,sohna,1.14,6530.0,3,3,3,4  ,relativelt new,1751.0,1600.0,1062.0,0,0,0,0,0,2
flat,eldeco accolade,sohna,0.96,6571.0,2,2,3,14  ,relativelt new,1457.0,1600.0,849.0,1,0,0,0,0,2
flat,la vida by tata housing,sector 113,3.05,15561.0,3,4,3,3  ,relativelt new,2690.0,2150.0,1960.0,0,1,0,0,0,2
flat,la vida by tata housing,sector 113,2.35,13352.0,3,4,3,3  ,relativelt new,2217.0,1930.0,1760.0,0,1,0,0,0,2
flat,pareena coban residences,sector 99a,1.05,6774.0,2,2,3,2  ,relativelt new,1550.0,1390.0,1240.0,1,0,0,0,0,2
flat,pareena coban residences,sector 99a,1.02,8793.0,2,2,3,3  ,relativelt new,1550.0,1430.0,1160.0,1,0,0,0,0,2
flat,pareena coban residences,sector 99a,1.08,6625.0,3,5,3,2  ,relativelt new,1997.0,1750.0,1630.0,0,1,0,0,1,2
flat,tata gurgaon gateway,sector 113,1.75,10443.0,2,2,2,10  ,relativelt new,1580.0,1600.0,1254.0,1,0,0,0,0,2
flat,tata gurgaon gateway,sector 113,2.45,10786.0,3,3,3,8  ,relativelt new,2225.0,1600.0,1254.0,0,0,0,0,0,2
flat,ats kocoon,sector 109,1.68,9627.0,3,3,3,8  ,relativelt new,1745.0,1600.0,1254.0,0,0,0,0,0,2
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10041.0,2,2,2,10  ,relativelt new,1215.0,1600.0,1254.0,0,0,0,0,0,2
flat,conscient heritage max,sector 102,1.82,9011.0,3,4,3,12  ,relativelt new,1942.0,1600.0,1254.0,0,1,0,0,0,2
flat,puri diplomatic greens,sector 111,2.58,11727.0,3,4,2,9  ,relativelt new,2200.0,1600.0,1254.0,0,1,0,0,0,2
flat,la vida by tata housing,sector 113,1.75,10489.0,2,2,3,10  ,relativelt new,1573.0,1600.0,1254.0,1,0,0,0,0,2
flat,sobha city,sector 108,2.6,15195.0,3,3,2,8  ,relativelt new,1711.0,1600.0,1254.0,0,0,0,0,0,2
flat,sobha city,sector 108,2.9,14478.0,3,4,2,11  ,relativelt new,2003.0,1600.0,1254.0,0,0,0,0,0,2
flat,m3m woodshire,sector 107,1.4,5929.0,3,4,3,6  ,relativelt new,2361.0,1600.0,1254.0,0,1,0,0,0,2
flat,ats tourmaline,sector 109,2.95,9365.0,4,5,3,10  ,relativelt new,3150.0,1600.0,1254.0,0,1,0,0,0,2
flat,ats tourmaline,sector 109,2.25,8704.0,3,4,3,14  ,relativelt new,2585.0,1600.0,1254.0,0,1,0,0,0,2
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3,9  ,relativelt new,1750.0,1600.0,1254.0,0,0,0,0,0,2
flat,sbtl caladium,sector 109,1.26,6542.0,3,2,3,8  ,relativelt new,1880.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.7,8623.0,4,4,1,12  ,relativelt new,1970.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.43,9039.0,3,3,2,1  ,relativelt new,1578.0,1600.0,1254.0,0,0,0,1,0,2
flat,tulip violet,sector 69,1.3,8283.0,3,3,1,12  ,relativelt new,1568.0,1600.0,1254.0,0,0,0,1,0,2
flat,tulip violet,sector 69,1.32,8411.0,3,3,1,12  ,relativelt new,1568.0,1600.0,1254.0,0,0,0,1,0,2
flat,tulip violet,sector 69,2.0,9950.0,4,4,2,0,relativelt new,2010.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.43,8886.0,3,3,2,1  ,relativelt new,1608.0,1600.0,1254.0,0,0,0,1,0,2
flat,dlf the ultima,sector 81,3.46,12047.0,4,4,3,10  ,new Property,2872.0,1600.0,1254.0,0,1,0,0,0,1
flat,dlf the ultima,sector 81,2.25,10553.0,3,3,3,6  ,new Property,2132.0,1600.0,1254.0,0,1,0,0,0,1
flat,ats kocoon,sector 109,1.7,9742.0,3,3,3,21  ,moderately old,1745.0,1550.0,1250.0,0,0,0,0,0,2
flat,sbtl caladium,sector 109,1.8,7072.0,3,3,3,10  ,relativelt new,2545.0,1600.0,1527.0,0,0,0,0,0,2
flat,sbtl caladium,sector 109,1.35,7180.0,3,2,3,12  ,relativelt new,1880.0,1600.0,1128.0,0,0,0,0,0,2
flat,m3m golfestate,sector 65,5.4,18126.0,3,4,3,19  ,moderately old,2979.0,1600.0,1254.0,1,1,0,0,0,0
flat,shree arihant apartment,sector 54,1.55,7380.0,3,3,3,3  ,moderately old,2100.0,2000.0,1900.0,0,0,0,1,1,0
flat,m3m skywalk,sector 74,1.6,9512.0,2,2,2,26  ,relativelt new,1682.0,1600.0,1345.0,0,0,0,0,0,0
flat,the lions cghs,sector 56,2.09,8708.0,4,4,3,7  ,relativelt new,2400.0,2300.0,2200.0,0,0,0,0,1,0
flat,sunischit apartments,sector 54,1.75,7954.0,3,3,3,6  ,moderately old,2200.0,2100.0,2000.0,0,1,0,0,0,0
flat,emaar palm gardens,sector 83,1.38,8023.0,3,3,3,5  ,relativelt new,1720.0,1350.0,1150.0,0,1,0,0,0,0
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3,3,3,3  ,relativelt new,1650.0,1600.0,1350.0,1,1,0,0,0,0
flat,dlf the ultima,sector 81,2.4,11412.0,3,4,3,19  ,relativelt new,2103.0,1600.0,1254.0,0,1,0,0,0,1
flat,emaar palm gardens,sector 83,1.72,9052.0,3,3,3,4  ,relativelt new,1900.0,1600.0,1240.04,0,1,0,0,0,0
flat,umang monsoon breeze,sector 78,0.88,4746.0,3,4,3,8  ,moderately old,1854.0,1668.0,1501.0,0,1,0,1,0,2
flat,emaar palm gardens,sector 83,3.15,8400.0,5,7,3,15  ,relativelt new,3750.0,3200.0,2444.94,0,1,0,0,0,0
flat,bptp terra,sector 37d,1.72,9497.0,3,3,3,9  ,relativelt new,1811.0,1600.0,996.3,1,0,0,0,0,0
flat,m3m skywalk,sector 74,1.47,10954.0,2,2,3,26  ,new Property,1415.0,1600.0,1254.0,0,0,0,0,0,0
flat,chd avenue,sector 71,1.1,6104.0,3,4,3,3  ,moderately old,1802.0,1600.0,1254.0,0,1,0,0,0,2
flat,chd avenue,sector 71,1.32,6019.0,4,4,3,14  ,moderately old,2193.0,1600.0,1254.0,0,1,0,0,0,2
flat,chd avenue,sector 71,1.3,5531.0,4,4,3,5  ,moderately old,2350.0,1600.0,1254.0,0,1,0,0,0,2
flat,chd avenue,sector 71,1.35,5744.0,4,4,3,8  ,moderately old,2350.0,1600.0,1254.0,0,1,0,0,0,2
flat,bptp mansions park prime,sector 66,3.0,10853.0,4,4,3,3  ,relativelt new,2764.0,2700.0,2500.0,1,1,0,1,1,0
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,3,9  ,relativelt new,1929.0,1548.0,1300.0,0,0,0,0,1,0
flat,bestech park view city,sector 49,3.0,12589.0,4,4,3,5  ,moderately old,2383.0,2200.0,2000.0,0,1,0,1,0,0
flat,hsiidc sidco aravali,sector 1 imt manesar,0.9,3477.0,3,3,3,8  ,moderately old,2588.0,1900.0,1254.0,0,1,0,0,0,2
flat,sunischit apartments,sector 54,1.75,7954.0,3,4,3,5  ,moderately old,2200.0,1900.0,1700.0,0,1,0,0,0,0
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,10799.0,3,3,3,9  ,relativelt new,1852.0,1600.0,1254.0,0,0,0,0,0,2
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,3,3,3,5  ,relativelt new,1692.0,1600.0,1254.0,0,0,0,0,0,2
flat,ats kocoon,sector 109,1.6,9169.0,3,3,3,10  ,relativelt new,1745.0,1550.0,1254.0,0,0,0,0,0,2
flat,mahindra aura,sector 110 a,1.4,9655.0,3,3,3,10  ,relativelt new,1615.0,1550.0,1450.0,0,0,0,0,0,0
flat,mahindra aura,sector 110 a,1.8,8814.0,3,3,3,7  ,relativelt new,2042.0,1850.0,1650.0,0,1,0,0,0,0
flat,bestech park view spa next,sector 67,2.7,11489.0,4,4,3,9  ,moderately old,2350.0,1600.0,1254.0,0,1,0,1,0,0
flat,dlf the skycourt,sector 86,1.55,8031.0,3,3,3,5  ,relativelt new,1930.0,1900.0,1720.0,0,0,0,0,0,2
flat,mapsko royale ville,sector 82,1.15,6424.0,3,4,2,15  ,relativelt new,1790.0,1600.0,1254.0,0,1,0,1,0,0
flat,emaar gurgaon greens,sector 102,1.49,9030.0,3,3,3,10  ,relativelt new,1650.0,1600.0,1022.58,0,0,0,0,0,0
flat,emaar imperial gardens,sector 102,1.91,9550.0,3,4,2,17  ,relativelt new,2000.0,1600.0,1228.17,1,1,0,0,0,0
flat,vatika city homes,sector 83,1.05,8571.0,3,3,3,8  ,moderately old,1740.0,1600.0,1225.0,0,0,0,1,0,0
flat,indiabulls centrum park,sector 103,2.14,7443.0,4,6,3,7  ,relativelt new,2875.0,1600.0,2550.0,0,1,0,0,0,2
flat,bestech park view residency,palam vihar,1.02,7208.0,2,2,3,11  ,moderately old,1415.0,1600.0,1254.0,0,0,0,0,0,2
flat,bestech park view residency,palam vihar,0.56,8553.0,1,1,2,7  ,moderately old,1895.9498700623699,1600.0,650.0,0,0,0,0,0,2
flat,ireo skyon,sector 60,2.5,16129.0,2,3,2,4  ,relativelt new,1550.0,1600.0,1254.0,1,0,0,0,0,2
flat,pioneer park,sector 61,2.0,11764.0,3,3,3,24  ,moderately old,1700.0,1600.0,1254.0,0,0,0,0,0,0
flat,dhoot time residency,sector 63,2.2,12813.0,3,4,3,8  ,moderately old,1717.0,1600.0,1254.0,1,0,0,0,0,0
flat,experion the heartsong,sector 108,1.65,8237.0,3,4,3,3  ,moderately old,2003.0,1771.32,1302.01,1,0,0,0,0,0
flat,aipl the peaceful homes,sector 70a,1.6,9584.0,2,2,2,22  ,moderately old,1565.0,1600.0,1254.0,0,0,0,0,0,2
flat,vatika the seven lamps,sector 82,0.85,6538.0,2,2,2,0,relativelt new,1300.0,1600.0,1254.0,0,0,0,0,0,0
flat,emaar gurgaon greens,sector 102,1.4,8484.0,3,3,3,3  ,relativelt new,1650.0,1600.0,1022.58,0,1,0,0,0,2
flat,dlf wellington estate,dlf phase 5,2.09,14615.0,3,3,2,11  ,old property,1430.0,1600.0,1254.0,0,0,0,0,0,0
flat,orchid petals,sector 49,2.51,12178.0,3,3,3,7  ,old property,2061.0,1600.0,1254.0,1,0,0,0,0,0
flat,sunischit apartments,sector 54,1.69,7954.0,3,3,3,5  ,old property,2200.0,1600.0,1254.0,0,1,0,0,0,0
flat,bestech park view residency,palam vihar,0.98,6932.0,2,2,3,11  ,moderately old,1415.0,1600.0,1254.0,0,0,0,0,0,2
flat,experion the heartsong,sector 108,2.0,7196.0,4,4,3,10  ,relativelt new,2779.0,2500.0,2300.0,0,1,0,1,0,0
flat,orchid petals,sector 49,1.95,9972.0,3,3,3,2  ,old property,1805.0,1600.0,1254.0,0,0,0,0,0,0
flat,dlf carlton estate,dlf phase 5,2.1,15418.0,3,3,1,2  ,old property,1362.0,1600.0,1254.0,0,0,1,0,0,0
flat,kiran residency,sector 56,1.55,7750.0,3,3,3,5  ,old property,2000.0,1600.0,1254.0,0,1,0,0,0,0
flat,vatika city,sector 49,1.98,9074.0,3,4,3,9  ,moderately old,2182.0,1750.75,1670.0,0,1,0,0,0,0
flat,the lions cghs,sector 56,2.05,8541.0,4,4,3,8  ,moderately old,1895.9498700623699,1600.0,2400.0,0,0,0,0,0,0
flat,pgr shree kripaluji apartment,sector 52,1.4,6086.0,3,3,3,8  ,relativelt new,1895.9498700623699,1600.0,2300.0,0,0,0,0,0,0
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3,8  ,relativelt new,1750.0,1466.0,1350.0,0,0,1,0,0,2
flat,indiabulls centrum park,sector 103,2.36,9182.0,4,6,3,8  ,relativelt new,2875.0,1600.0,2570.0,0,1,0,0,0,0
flat,ats kocoon,sector 109,1.65,10645.0,3,3,3,19  ,relativelt new,1745.0,1650.0,1550.0,0,0,1,0,0,0
flat,puri diplomatic greens,sector 111,2.65,13589.0,3,4,2,7  ,relativelt new,2215.0,1600.0,1950.0,0,1,0,0,0,0
flat,ats triumph,sector 104,2.63,9563.0,4,4,3,21  ,relativelt new,3150.0,1600.0,2750.0,0,1,0,0,0,0
flat,puri emerald bay,sector 104,2.25,10465.0,3,4,3,4  ,relativelt new,2450.0,1600.0,2150.0,0,1,0,0,0,0
flat,ats triumph,sector 104,2.55,13076.0,4,4,3,21  ,relativelt new,3150.0,1600.0,1950.0,0,1,0,0,0,2
flat,indiabulls centrum park,sector 103,1.15,7765.0,2,2,3,8  ,relativelt new,1481.0,1250.0,1254.0,1,0,0,0,0,0
flat,sagar apartment,sector 56,1.45,7250.0,3,3,3,7  ,old property,2000.0,1900.0,1800.0,1,1,0,1,1,2
flat,ats triumph,sector 104,2.6,8813.0,4,4,3,16  ,relativelt new,3150.0,1600.0,2950.0,0,1,0,0,0,0
flat,emaar gurgaon greens,sector 102,1.55,9393.0,3,4,3,7  ,relativelt new,1650.0,1600.0,1022.58,0,1,0,0,0,0
flat,paras irene,sector 70a,1.2,8450.0,2,2,3,6  ,moderately old,1420.0,1600.0,1254.0,0,0,0,0,0,2
flat,shree vardhman victoria,sector 70,1.55,7948.0,3,3,3,6  ,relativelt new,1950.0,1600.0,1161.0,1,1,0,1,1,2
flat,shree vardhman victoria,sector 70,1.65,8461.0,3,4,3,5  ,relativelt new,1950.0,1600.0,1161.0,0,1,0,0,1,0
flat,ss the leaf,sector 85,1.05,6402.0,2,2,3,6  ,relativelt new,1640.0,1600.0,1254.0,0,0,0,0,1,2
flat,dlf regal gardens,sector 90,1.29,9020.0,3,3,3,7  ,relativelt new,1702.0,1540.0,1430.0,1,0,0,0,0,2
flat,pyramid urban,sector 67a,0.56,7928.0,2,2,2,0,relativelt new,1895.9498700623699,1600.0,700.0,0,0,0,0,1,2
flat,dlf regal gardens,sector 90,1.26,7636.0,3,3,2,12  ,relativelt new,1744.0,1650.0,1254.0,0,0,0,0,1,2
flat,ss the leaf,sector 85,1.91,5026.0,4,6,3,6  ,relativelt new,3950.0,3890.0,3800.0,0,1,0,0,0,2
flat,ss the leaf,sector 85,2.2,5641.0,4,6,3,10  ,relativelt new,3950.0,3920.0,3900.0,0,1,0,0,0,2
flat,ss the leaf,sector 85,1.98,8256.0,3,4,3,12  ,relativelt new,2408.0,2399.0,2398.0,0,0,1,0,0,2
flat,ss the leaf,sector 85,1.11,6851.0,2,2,3,8  ,relativelt new,1640.0,1630.0,1620.0,0,0,1,0,0,2
flat,dlf the ultima,sector 81,2.25,10755.0,3,4,3,11  ,relativelt new,2092.0,2090.0,2087.0,0,1,0,0,0,1
flat,ss the coralwood,sector 84,1.05,6774.0,3,3,3,6  ,relativelt new,1750.0,1610.0,1550.0,0,0,0,0,1,2
flat,dlf the primus,sector 82a,2.6,11438.0,4,4,3,2  ,relativelt new,2273.0,1600.0,1340.0,0,0,0,0,1,2
flat,ss the leaf,sector 85,1.04,8320.0,2,2,3,17  ,new Property,1640.0,1550.0,1250.0,0,0,0,0,1,2
flat,dlf regal gardens,sector 90,1.25,7167.0,3,3,2,11  ,relativelt new,1744.0,1600.0,1254.0,0,0,0,0,1,2
flat,experion windchants,sector 112,3.4,12134.0,3,3,2,14  ,relativelt new,2802.0,2225.56,1254.0,0,0,0,0,0,0
flat,dlf regal gardens,sector 90,1.25,7339.0,3,3,3,28  ,moderately old,1703.0,1600.0,1254.0,0,1,0,0,0,2
