property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type
flat,signature global solera,sector 107,0.5,4761.0,3,2,2,5  ,relativelt new,1050.0,850.0,645.0,0,0,0,0,1,2
flat,mapsko royale ville,sector 82,1.12,6256.0,3,3,2,12  ,relativelt new,1790.0,1600.0,1400.0,0,0,0,1,0,0
flat,mapsko royale ville,sector 82,1.12,8000.0,3,4,2,6  ,relativelt new,1790.0,1500.0,1400.0,0,1,0,1,0,0
flat,signature global synera,sector 81,0.39,6500.0,2,2,2,6  ,relativelt new,1895.9498700623699,1600.0,600.0,0,0,0,0,0,2
flat,signature global synera,sector 81,0.38,9500.0,1,1,2,3  ,relativelt new,1895.9498700623699,1600.0,400.0,0,0,0,0,0,2
flat,shree vardhman victoria,sector 70,1.65,8461.0,3,3,2,6  ,relativelt new,1895.9498700623699,1600.0,1950.0,1,0,0,0,0,2
flat,shree vardhman victoria,sector 70,1.15,8518.0,2,2,2,6  ,relativelt new,1895.9498700623699,1600.0,1350.0,1,0,0,0,0,2
flat,ireo skyon,sector 60,2.15,23344.0,2,3,2,5  ,relativelt new,1524.0,1250.0,921.0,0,1,0,0,0,0
flat,tulip ivory,sector 70,2.1,8750.0,4,5,3,5  ,moderately old,2400.0,1600.0,1850.0,0,1,0,0,0,0
flat,tulip ivory,sector 70,2.0,8333.0,4,5,3,6  ,moderately old,2400.0,1600.0,1850.0,0,1,0,0,0,0
flat,orchid petals,sector 49,1.9,10526.0,3,3,3,9  ,moderately old,1895.9498700623699,1600.0,1805.0,0,1,0,0,0,0
flat,new sathi apartments,suncity,1.59,7066.0,3,3,3,3  ,moderately old,1895.9498700623699,2250.0,1254.0,1,0,0,0,0,0
flat,kanchanjanga tower,sector 56,1.45,7631.0,3,3,3,2  ,moderately old,1900.0,1600.0,1254.0,0,0,0,0,0,0
flat,guru gram haryana cghs,sector 56,1.39,7227.0,3,3,3,4  ,moderately old,1920.0,1600.0,1254.0,1,0,0,0,0,0
flat,parsvnath exotica,sector 53,5.0,17271.0,3,4,3,8  ,relativelt new,2895.0,2500.0,2200.0,0,1,0,1,1,0
flat,sukhshanti apartment,sector 56,1.65,7006.0,3,3,3,5  ,moderately old,2355.0,1600.0,1254.0,1,0,0,0,0,0
flat,ireo the corridors,sector 67a,1.6,9264.0,3,3,2,3  ,new Property,1727.0,1600.0,1017.0,0,0,1,0,0,0
flat,guru gram haryana cghs,sector 56,1.38,7225.0,3,3,3,5  ,moderately old,1895.9498700623699,1910.0,1254.0,1,0,0,0,0,0
flat,ireo the corridors,sector 67a,1.8,9370.0,3,3,2,3  ,new Property,1921.0,1600.0,1227.96,1,0,1,0,0,0
flat,ireo the corridors,sector 67a,1.62,9380.0,3,3,2,4  ,new Property,1727.0,1600.0,1017.0,0,0,1,0,0,0
flat,kiran residency,sector 56,1.5,6648.0,3,5,3,4  ,moderately old,1895.9498700623699,2250.0,1254.0,1,0,0,1,0,0
flat,ireo the corridors,sector 67a,1.85,9531.0,3,4,3,4  ,new Property,1895.9498700623699,1941.0,1254.0,1,0,1,0,0,0
flat,ireo the corridors,sector 67a,1.8,14658.0,3,3,3,6  ,new Property,1921.0,1600.0,1227.96,0,1,1,0,0,0
flat,bptp terra,sector 37d,1.8,8215.0,4,3,3,12  ,relativelt new,2191.0,1600.0,1254.0,1,0,0,0,0,0
flat,shree vardhman victoria,sector 70,1.62,13953.0,3,3,3,9  ,relativelt new,1950.0,1600.0,1161.0,0,1,0,0,0,2
flat,bptp terra,sector 37d,1.78,8124.0,4,3,3,10  ,relativelt new,2191.0,1600.0,1254.0,0,1,0,0,0,2
flat,bptp terra,sector 37d,1.55,8558.0,3,3,3,11  ,relativelt new,1811.0,1600.0,1254.0,0,0,0,0,0,2
flat,millenium bajrang society,sector 43,2.5,9433.0,4,4,3,2  ,relativelt new,2650.0,1600.0,1254.0,0,0,0,0,0,0
flat,unitech uniworld gardens,sector 47,2.15,10306.0,3,4,3,10  ,moderately old,2086.0,1950.0,1750.0,0,1,0,0,0,2
flat,experion windchants,sector 112,5.6,11529.0,4,6,3,15  ,moderately old,4857.0,3662.34,1254.0,0,1,0,0,0,0
flat,emaar mgf palm hills,sector 77,1.25,8620.0,3,4,3,3  ,relativelt new,1450.0,1600.0,1177.0,1,1,0,0,0,2
flat,umang winter hills,sector 77,1.1,5296.0,3,4,3,9  ,relativelt new,2077.0,1600.0,1600.0,0,1,0,0,0,2
flat,suncity platinum towers,mg road,6.0,22346.0,3,3,2,8  ,moderately old,1895.9498700623699,1600.0,2685.0,0,1,0,0,0,2
flat,suncity platinum towers,mg road,7.0,22222.0,4,3,2,10  ,moderately old,3150.0,1600.0,1913.0,0,1,0,0,0,2
flat,ss hibiscus,sector 50,6.0,12272.0,4,3,3,5  ,moderately old,4400.0,1600.0,1254.0,0,1,0,0,0,2
flat,tata primanti,sector 72,3.5,11428.0,4,5,3,16  ,relativelt new,1895.9498700623699,2625.0,1254.0,0,1,0,0,1,2
flat,tata primanti,sector 72,4.0,13769.0,4,5,2,7  ,moderately old,2905.0,1600.0,1254.0,0,1,0,0,0,2
flat,m3m golfestate,sector 65,7.0,18181.0,3,3,2,12  ,moderately old,1895.9498700623699,1600.0,3850.0,0,0,1,0,0,2
flat,tata primanti,sector 72,3.4,15560.0,3,4,3,9  ,moderately old,2185.0,1600.0,1254.0,0,1,0,0,0,2
flat,aipl the peaceful homes,sector 70a,2.6,12009.0,3,2,2,12  ,moderately old,1895.9498700623699,1600.0,2165.0,0,1,0,0,0,2
flat,tata primanti,sector 72,3.5,11428.0,4,5,3,10  ,relativelt new,1895.9498700623699,2625.0,1254.0,0,1,0,0,1,2
flat,siddhartha apartment,sector 95,0.72,3664.0,3,3,2,4  ,relativelt new,1965.0,1800.0,1600.0,0,0,0,0,1,2
flat,experion windchants,sector 112,3.65,11428.0,3,5,2,3  ,relativelt new,1895.9498700623699,2800.0,1254.0,0,1,0,0,0,2
flat,ramsons kshitij,sector 95,0.28,3650.0,2,2,2,5  ,new Property,767.0,1600.0,1254.0,0,0,0,0,1,2
flat,the close north,nirvana country,2.92,11209.0,3,3,3,10  ,moderately old,2605.0,2600.0,2100.0,0,1,0,0,0,0
flat,unitech fresco,nirvana country,1.82,9912.0,3,3,3,14  ,moderately old,1836.0,1830.0,1500.0,0,0,0,0,1,0
flat,m3m the marina,sector 68,1.02,8095.0,2,2,2,11  ,relativelt new,1260.0,1250.0,800.0,0,0,0,0,1,0
flat,shree vardhman flora,sector 90,0.65,4814.0,2,2,3,3  ,relativelt new,1350.0,1600.0,1254.0,1,0,0,0,0,2
flat,gls avenue 51,sector 92,0.39,6077.0,3,3,3,6  ,relativelt new,1895.9498700623699,1600.0,641.74,0,0,0,0,0,2
flat,dlf regal gardens,sector 90,1.15,6325.0,3,3,3,18  ,relativelt new,1818.0,1600.0,1254.0,0,0,0,1,0,0
flat,emaar mgf emerald estate,sector 65,1.42,13921.0,2,2,2,6  ,relativelt new,1020.0,1010.0,750.0,1,0,0,0,0,0
flat,orchid petals,sector 49,2.35,11559.0,3,3,3,15  ,relativelt new,2033.0,2030.0,1750.0,0,0,0,0,1,2
flat,orchid petals,sector 49,2.38,11497.0,3,4,3,1  ,relativelt new,2070.0,2061.0,1750.0,1,0,0,0,0,2
flat,dlf new town heights,sector 90,1.15,5958.0,3,3,3,9  ,relativelt new,1930.0,1600.0,1254.0,0,1,0,1,0,2
flat,dlf new town heights,sector 90,1.6,6768.0,4,4,3,10  ,relativelt new,2364.0,1600.0,1254.0,0,1,0,1,0,2
flat,dlf new town heights,sector 86,1.28,8205.0,3,4,3,12  ,moderately old,1930.0,1600.0,1560.0,0,1,0,1,0,2
flat,dlf new town heights,sector 90,1.75,5720.0,4,4,3,17  ,relativelt new,2727.0,1600.0,1254.0,0,1,0,1,0,2
flat,dlf new town heights,sector 91,1.75,7402.0,4,4,3,9  ,relativelt new,2364.0,1600.0,1254.0,0,1,0,1,0,2
flat,puri diplomatic greens,sector 111,2.65,11963.0,3,4,3,19  ,relativelt new,2215.0,1600.0,1254.0,1,1,1,1,0,2
flat,ats kocoon,sector 109,2.22,10596.0,3,4,3,14  ,relativelt new,2095.0,1860.0,1254.0,1,1,1,1,0,2
flat,ats triumph,sector 104,1.85,8078.0,3,4,3,14  ,relativelt new,2290.0,1600.0,1254.0,1,1,1,1,0,2
flat,experion the heartsong,sector 108,0.98,13343.0,2,3,3,12  ,relativelt new,1895.9498700623699,978.23,734.43,1,1,1,1,0,2
flat,indiabulls centrum park,sector 103,2.45,8521.0,4,4,3,11  ,relativelt new,2875.0,1600.0,1254.0,1,1,1,1,0,2
flat,indiabulls centrum park,sector 103,1.34,7882.0,3,3,3,12  ,relativelt new,1725.0,1600.0,1700.0,1,1,1,1,0,0
flat,emaar imperial gardens,sector 102,1.92,9600.0,3,3,3,12  ,relativelt new,1895.9498700623699,1600.0,2000.0,1,1,1,1,0,2
flat,adani oyster greens,sector 102,1.9,10058.0,3,3,3,9  ,relativelt new,1895.9498700623699,1600.0,1889.0,1,0,1,1,0,2
flat,adani m2k oyster grande,sector 102,4.55,10000.0,4,4,3,11  ,relativelt new,4650.0,4630.0,4550.0,0,0,0,0,0,0
flat,emaar gurgaon greens,sector 102,1.54,9333.0,3,3,3,12  ,relativelt new,1650.0,1600.0,1022.58,0,1,0,0,0,2
flat,dlf new town heights,sector 86,1.55,6578.0,4,4,3,12  ,moderately old,2356.0,1600.0,1750.0,0,1,0,1,0,0
flat,experion the heartsong,sector 108,1.68,8387.0,3,3,3,4  ,relativelt new,2003.0,1338.29,986.41,1,1,0,0,0,0
flat,aipl the peaceful homes,sector 70a,2.3,10697.0,3,3,3,3  ,relativelt new,2150.0,1600.0,1254.0,0,0,1,0,0,0
flat,bptp astaire gardens,sector 70a,0.97,6587.0,3,3,3,1  ,relativelt new,1480.0,1600.0,1254.0,0,0,0,0,1,2
flat,dlf new town heights,sector 90,1.9,5683.0,4,4,3,7  ,relativelt new,2727.0,1600.0,1254.0,0,1,0,1,0,2
flat,dlf new town heights,sector 90,1.55,6556.0,4,4,3,1  ,relativelt new,2364.0,1600.0,1254.0,0,1,0,1,0,2
flat,dlf regal gardens,sector 90,1.13,6647.0,3,3,3,8  ,relativelt new,1730.0,1600.0,1254.0,0,0,0,0,1,2
flat,shree vardhman flora,sector 90,0.85,4404.0,3,4,3,3  ,relativelt new,1930.0,1600.0,1450.0,0,1,1,0,0,2
flat,vatika city,sector 49,2.64,11725.0,3,4,3,2  ,moderately old,2251.42,1750.75,1254.0,0,1,0,1,0,0
flat,vatika city,sector 49,2.1,10418.0,3,3,3,9  ,moderately old,2015.58,1604.25,1254.0,0,0,0,1,0,0
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,11666.0,2,2,3,0,relativelt new,1368.0,1600.0,1200.0,0,0,0,0,0,2
flat,emaar gurgaon greens,sector 102,1.45,8787.0,3,3,2,7  ,relativelt new,1650.0,1600.0,1254.0,0,1,0,0,0,0
flat,dlf new town heights,sector 90,1.2,6217.0,3,3,3,8  ,moderately old,1895.9498700623699,1600.0,1930.0,0,1,0,1,0,2
flat,viridian the plaza 106,sector 106,0.39,5571.0,1,1,1,7  ,relativelt new,700.0,1600.0,450.0,0,0,0,0,0,2
flat,chd avenue,sector 71,1.25,7171.0,3,4,2,7  ,relativelt new,1743.0,1600.0,1254.0,0,1,0,0,0,0
flat,puri emerald bay,sector 104,1.59,10903.0,2,2,2,12  ,relativelt new,1550.0,1600.0,1254.0,0,0,0,0,0,2
flat,puri diplomatic greens,sector 111,5.25,11666.0,4,6,3,7  ,relativelt new,4500.0,1600.0,1254.0,0,1,0,0,0,0
flat,puri diplomatic greens,sector 111,3.4,11525.0,4,5,3,14  ,relativelt new,2950.0,1600.0,1254.0,0,1,0,0,0,0
flat,experion windchants,sector 112,3.29,11741.0,3,3,3,2  ,relativelt new,2802.0,2225.56,1254.0,0,1,0,0,0,0
flat,puri emerald bay,sector 104,2.49,10163.0,3,3,3,14  ,relativelt new,2450.0,1600.0,1254.0,0,1,0,0,0,0
flat,conscient heritage max,sector 102,1.75,9062.0,3,4,3,16  ,relativelt new,1931.0,1600.0,1254.0,0,1,0,0,0,0
flat,experion the heartsong,sector 108,2.29,8240.0,4,5,3,8  ,relativelt new,1895.9498700623699,2779.0,1254.0,0,1,0,0,0,0
flat,conscient heritage max,sector 102,2.15,10004.0,3,4,3,18  ,relativelt new,2149.0,1600.0,1254.0,1,1,0,0,0,0
flat,vatika the seven lamps,sector 82,0.89,8850.0,2,2,2,14  ,relativelt new,1428.08,1600.0,1000.0,1,0,0,0,0,0
flat,the close north,nirvana country,2.65,11276.0,3,3,3,3  ,moderately old,2605.0,2491.0,2350.0,0,1,0,0,0,2
flat,vatika the seven lamps,sector 82,0.86,6022.0,2,2,2,12  ,relativelt new,1430.0,1600.0,1254.0,1,0,0,0,0,0
flat,godrej,sector 79,1.35,8970.0,3,3,2,7  ,relativelt new,1505.0,1600.0,1254.0,0,0,0,0,0,2
flat,godrej aria,sector 79,1.69,8522.0,3,3,2,7  ,relativelt new,1983.0,1600.0,1254.0,0,0,0,0,0,2
flat,ats triumph,sector 104,2.65,8412.0,4,4,3,14  ,relativelt new,3150.0,1600.0,2650.0,0,1,0,0,0,0
flat,ats triumph,sector 104,1.75,7641.0,3,4,3,12  ,relativelt new,2290.0,1600.0,1800.0,1,1,0,1,1,0
flat,m3m woodshire,sector 107,1.3,10815.0,3,3,3,7  ,relativelt new,1943.0,1600.0,1202.0,0,0,0,1,0,2
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,9449.0,3,3,3,10  ,relativelt new,1852.0,1600.0,1128.0,1,1,0,1,1,2
flat,dlf new town heights,sector 90,1.25,6502.0,3,3,3,5  ,relativelt new,1930.0,1929.0,1928.0,0,1,0,1,0,2
flat,mapsko mount ville,sector 79,1.2,8053.0,3,3,3,24  ,relativelt new,1490.0,1600.0,863.91,0,0,0,0,0,0
flat,mapsko mount ville,sector 79,1.5,8264.0,3,4,3,11  ,relativelt new,1815.0,1600.0,1071.33,0,1,0,0,0,0
flat,tulip violet,sector 69,2.05,9950.0,4,4,2,0,relativelt new,2087.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.95,9701.0,4,4,2,0,relativelt new,2010.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.19,8814.0,2,3,1,0,relativelt new,1895.9498700623699,1600.0,1350.0,1,0,0,0,0,0
flat,tulip violet,sector 69,1.4,9102.0,3,3,1,12  ,relativelt new,1538.0,1600.0,1254.0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.75,9459.0,3,4,2,0,relativelt new,1895.9498700623699,1600.0,1850.0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.36,8618.0,3,3,1,12  ,relativelt new,1578.0,1600.0,1039.0,0,0,0,1,0,2
flat,tulip violet,sector 69,1.51,9569.0,3,3,2,0,relativelt new,1578.0,1600.0,1100.0,0,0,0,1,0,1
flat,bestech park view grand spa,sector 81,2.91,9136.0,4,5,2,6  ,relativelt new,3185.0,1600.0,2837.0,0,1,0,0,0,0
flat,bestech park view ananda,sector 81,1.1,6686.0,3,2,3,5  ,relativelt new,1645.0,1600.0,1034.0,0,0,0,0,0,2
flat,antriksh heights,sector 84,0.85,4927.0,3,3,3,10  ,relativelt new,1725.0,1600.0,1254.0,1,0,0,0,0,2
flat,pyramid urban homes 2,sector 86,0.41,6905.0,2,2,1,3  ,relativelt new,1895.9498700623699,1600.0,601.0,0,0,0,0,0,2
flat,pivotal devaan,sector 84,0.37,6346.0,2,2,1,5  ,relativelt new,583.0,1600.0,483.0,0,0,0,0,0,2
flat,antriksh heights,sector 84,0.88,4821.0,3,3,3,16  ,relativelt new,1825.0,1600.0,1254.0,0,0,0,1,0,2
flat,antriksh heights,sector 84,0.9,4444.0,3,3,3,18  ,relativelt new,2025.0,1600.0,1254.0,0,1,0,1,0,2
flat,tulip violet,sector 69,1.43,8886.0,3,3,2,1  ,relativelt new,1608.0,1600.0,1039.0,0,0,0,1,0,2
flat,tulip violet,sector 69,1.38,8972.0,3,3,1,12  ,relativelt new,1895.9498700623699,1600.0,1538.0,0,0,0,0,0,2
flat,tulip violet,sector 69,2.0,9583.0,4,4,2,0,relativelt new,2087.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.55,9639.0,3,3,2,2  ,relativelt new,1608.0,1600.0,1254.0,0,0,0,1,0,0
flat,tulip violet,sector 69,1.46,9252.0,3,3,2,0,relativelt new,1578.0,1600.0,1254.0,0,0,0,1,0,0
flat,tulip violet,sector 69,1.68,10071.0,3,3,2,0,relativelt new,1668.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.2,8888.0,2,3,1,0,relativelt new,1350.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.66,10134.0,3,3,2,0,relativelt new,1638.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.6,10139.0,3,3,2,0,relativelt new,1578.0,1600.0,1254.0,0,0,0,1,0,2
flat,tulip violet,sector 69,1.76,9513.0,3,4,2,0,relativelt new,1850.0,1600.0,1254.0,0,0,0,0,0,2
flat,antriksh heights,sector 84,0.6,5000.0,2,2,2,14  ,relativelt new,1200.0,1600.0,1254.0,0,0,0,0,0,2
flat,antriksh heights,sector 84,0.92,5041.0,3,3,3,2  ,relativelt new,1825.0,1600.0,1254.0,1,0,0,1,0,2
flat,antriksh heights,sector 84,0.69,5111.0,2,2,3,8  ,relativelt new,1350.0,1600.0,1254.0,1,0,0,0,0,2
flat,dlf new town heights,sector 90,1.51,6387.0,4,4,3,6  ,relativelt new,2364.0,2362.0,2360.0,0,1,0,1,0,0
flat,sare homes,sector 92,0.65,4587.0,3,3,2,3  ,relativelt new,1895.9498700623699,1600.0,1417.0,0,0,0,0,0,2
flat,sare crescent parc,sector 92,0.51,4080.0,3,2,2,2  ,relativelt new,1250.0,1600.0,1254.0,0,0,0,0,0,2
flat,vatika iris floors,sector 82,0.63,5590.0,2,2,3,2  ,relativelt new,1134.0,1600.0,1254.0,1,0,0,0,0,2
flat,dlf new town heights,sector 86,1.54,5786.0,4,4,3,21  ,moderately old,2364.0,1600.0,1254.0,1,1,0,1,0,2
flat,bestech park view ananda,sector 81,0.95,6985.0,2,2,2,13  ,relativelt new,1360.0,1150.0,894.0,0,0,0,0,0,0
flat,dlf regal gardens,sector 90,1.21,6926.0,3,3,3,29  ,relativelt new,1747.0,1600.0,1254.0,0,0,0,0,1,2
flat,dlf the ultima,sector 81,2.2,11190.0,3,4,3,7  ,relativelt new,2100.0,1600.0,1254.0,0,1,0,0,0,1
flat,dlf regal gardens,sector 90,1.65,7449.0,4,4,3,15  ,relativelt new,2215.0,2214.0,2213.0,0,0,0,0,0,0
flat,antriksh heights,sector 84,0.9,4931.0,3,3,3,11  ,relativelt new,1825.0,1600.0,1254.0,0,0,0,0,0,2
flat,antriksh heights,sector 84,0.54,4458.0,2,2,3,17  ,relativelt new,1200.0,1600.0,1254.0,0,0,0,0,0,2
flat,antriksh heights,sector 84,1.02,4868.0,4,4,3,11  ,relativelt new,2095.0,1600.0,1254.0,0,1,0,1,0,2
flat,dlf regal gardens,sector 90,1.78,8040.0,4,4,3,12  ,relativelt new,2215.0,1600.0,1254.0,0,0,0,0,0,2
flat,dlf regal gardens,sector 90,1.29,7103.0,3,3,3,12  ,relativelt new,1818.0,1817.0,1816.0,0,1,0,0,0,2
flat,dlf regal gardens,sector 90,1.25,5931.0,3,3,3,18  ,relativelt new,1720.0,1600.0,1254.0,0,0,0,0,1,2
flat,dlf the ultima,sector 81,2.5,11726.0,3,3,2,4  ,relativelt new,2132.0,2130.0,2129.0,0,1,0,0,0,1
flat,aipl the peaceful homes,sector 70a,2.52,10723.0,3,4,3,8  ,relativelt new,2350.0,1600.0,1254.0,0,1,0,0,0,2
flat,central park flower valley,sector-33 sohna,2.3,12777.0,4,4,3,5  ,new Property,1895.9498700623699,1600.0,1800.0,0,1,0,1,0,2
flat,central park flower valley,sector-33 sohna,1.55,11923.0,3,3,3,7  ,new Property,1895.9498700623699,1600.0,1300.0,0,0,0,0,0,0
flat,dlf new town heights,sector 90,1.2,6217.0,3,3,3,15  ,relativelt new,1930.0,1600.0,1254.0,0,0,0,0,0,2
flat,dlf new town heights,sector 90,1.65,6979.0,4,4,3,15  ,moderately old,2364.0,1600.0,1254.0,0,1,0,0,0,0
flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3,16  ,relativelt new,1895.9498700623699,1600.0,1490.0,0,0,0,0,0,0
flat,mapsko mount ville,sector 79,1.2,8053.0,3,3,3,24  ,relativelt new,1490.0,1600.0,1254.0,0,0,0,0,0,0
flat,tulip leaf,sector 69,2.06,11386.0,3,3,3,16  ,relativelt new,1812.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip leaf,sector 69,2.07,11423.0,3,3,3,16  ,relativelt new,1812.0,1600.0,1254.0,0,0,0,0,0,2
flat,shree vardhman victoria,sector 70,1.6,8205.0,3,5,3,6  ,relativelt new,1895.9498700623699,1600.0,1950.0,0,1,0,0,0,2
flat,tulip violet,sector 69,1.31,8517.0,3,3,2,12  ,relativelt new,1538.0,1600.0,1254.0,0,0,0,1,0,0
flat,tulip violet,sector 69,1.92,15360.0,4,4,2,0,relativelt new,1895.9498700623699,1600.0,1250.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.9,9452.0,4,4,2,6  ,relativelt new,2010.0,1600.0,1500.0,0,0,1,0,0,2
flat,tulip violet,sector 69,3.1,9822.0,4,6,3,14  ,relativelt new,3156.0,1600.0,2500.0,0,1,0,1,0,2
flat,tulip violet,sector 69,1.4,8928.0,3,3,1,12  ,relativelt new,1568.0,1600.0,1200.0,0,0,0,1,0,2
flat,tulip violet,sector 69,1.44,9125.0,3,3,2,1  ,relativelt new,1578.0,1600.0,1200.0,0,0,0,1,0,2
flat,tulip violet,sector 69,3.05,9664.0,4,5,3,14  ,relativelt new,3156.0,1600.0,1254.0,0,1,0,0,1,2
flat,tulip violet,sector 69,1.28,8111.0,3,3,2,12  ,relativelt new,1578.0,1600.0,1254.0,0,0,0,1,0,0
flat,tulip violet,sector 69,1.6,10139.0,3,3,2,0,relativelt new,1578.0,1600.0,1254.0,0,0,0,1,0,2
flat,tulip violet,sector 69,1.9,9452.0,4,4,2,0,relativelt new,2010.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.7,10773.0,3,3,2,0,relativelt new,1578.0,1600.0,1254.0,0,0,0,1,0,2
flat,tulip violet,sector 69,1.36,8618.0,3,3,2,12  ,relativelt new,1578.0,1600.0,1254.0,0,0,0,1,0,0
flat,tulip violet,sector 69,1.38,8972.0,3,3,1,12  ,relativelt new,1538.0,1600.0,1254.0,0,0,0,0,0,2
flat,bestech park view ananda,sector 81,1.15,6927.0,3,2,3,12  ,relativelt new,1660.0,1600.0,1082.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.4,8928.0,3,3,1,12  ,relativelt new,1568.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.37,8907.0,3,3,1,12  ,relativelt new,1538.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.4,8920.0,3,3,1,12  ,relativelt new,1568.0,1600.0,1254.0,0,0,0,1,0,2
flat,vatika emilia floors,sector 83,0.65,6190.0,2,2,2,1  ,relativelt new,1050.0,950.0,850.0,0,0,0,0,0,0
flat,vatika emilia floors,sector 83,0.6,5714.0,2,2,2,1  ,relativelt new,1050.0,990.0,950.0,0,0,0,0,0,0
flat,umang winter hills,sector 77,0.75,5588.0,2,2,2,7  ,relativelt new,1342.0,1180.0,1050.0,0,0,0,0,0,0
flat,bestech park view ananda,sector 81,0.95,6985.0,2,2,2,14  ,relativelt new,1360.0,1260.0,894.0,0,0,0,0,0,0
flat,spaze privy at,sector 84,1.24,6465.0,3,3,3,8  ,relativelt new,1918.0,1650.0,1550.0,1,0,0,0,0,0
flat,antriksh heights,sector 84,0.9,6206.0,3,3,3,12  ,relativelt new,1725.0,1525.0,1450.0,0,0,0,0,0,2
flat,mapsko mount ville,sector 79,1.3,8024.0,3,3,3,1  ,relativelt new,1620.0,1600.0,863.91,0,0,0,0,0,0
flat,antriksh heights,sector 84,0.73,6083.0,2,2,3,4  ,relativelt new,1200.0,1600.0,870.0,1,0,1,1,0,2
flat,dlf new town heights,sector 86,1.26,6113.0,3,3,3,5  ,moderately old,1930.0,1600.0,1254.0,0,1,0,0,1,2
flat,dlf new town heights,sector 90,1.25,6476.0,3,3,3,6  ,relativelt new,1930.0,1929.0,1928.0,0,1,0,1,0,2
flat,dlf new town heights,sector 90,1.88,6894.0,4,4,3,20  ,relativelt new,2727.0,2726.0,2725.0,0,1,0,1,0,2
flat,dlf new town heights,sector 90,1.3,6735.0,3,3,3,10  ,relativelt new,1930.0,1929.0,1928.0,0,1,0,1,0,0
flat,pyramid urban homes 2,sector 86,0.44,7321.0,2,2,2,6  ,relativelt new,1895.9498700623699,1600.0,601.0,0,0,0,0,0,0
flat,antriksh heights,sector 84,0.84,4869.0,3,3,3,8  ,new Property,1725.0,1600.0,1254.0,0,0,0,1,0,2
flat,antriksh heights,sector 84,0.79,4579.0,3,3,3,8  ,new Property,1725.0,1600.0,1254.0,0,0,0,0,0,2
flat,mapsko casa bella,sector 82,1.38,5443.0,4,5,3,20  ,relativelt new,2535.0,1600.0,1254.0,0,1,0,0,0,2
flat,sobha city,sector 108,2.6,15195.0,3,3,2,11  ,new Property,1711.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.7,8445.0,4,4,2,7  ,relativelt new,2010.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.7,8432.0,4,4,2,10  ,new Property,2010.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.4,8856.0,3,3,2,9  ,relativelt new,1578.0,1600.0,1254.0,0,0,0,1,0,2
flat,tulip violet,sector 69,1.68,8358.0,4,4,2,7  ,relativelt new,2010.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.7,8457.0,4,4,2,1  ,relativelt new,2010.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip violet,sector 69,1.4,8840.0,3,3,2,1  ,relativelt new,1578.0,1600.0,1254.0,0,0,0,0,0,2
flat,ramprastha primera,sector 37d,1.2,13333.0,3,3,3,5  ,relativelt new,1895.9498700623699,1600.0,900.0,0,0,1,0,0,2
flat,godrej aria,sector 79,0.96,13296.0,2,2,3,8  ,relativelt new,1351.0,1600.0,722.0,0,0,0,0,0,2
flat,microtek greenburg,sector 86,1.3,15294.0,2,3,3,5  ,relativelt new,1895.9498700623699,1600.0,850.0,1,0,0,0,0,0
flat,bestech park view sanskruti,sector 92,1.6,7547.0,3,3,3,10  ,relativelt new,2120.0,1600.0,1450.0,0,1,0,0,0,0
flat,microtek greenburg,sector 86,1.93,8446.0,3,4,3,12  ,relativelt new,2285.0,1600.0,1254.0,0,1,0,0,0,2
flat,bestech park view sanskruti,sector 92,1.42,7760.0,3,3,2,10  ,relativelt new,1920.0,1600.0,1254.0,0,0,0,0,0,2
flat,dlf the ultima,sector 81,2.2,10476.0,3,4,3,17  ,relativelt new,2100.0,1600.0,1254.0,0,1,0,0,0,1
flat,dlf the skycourt,sector 86,1.35,6998.0,3,3,1,9  ,relativelt new,1929.0,1600.0,1254.0,0,0,0,0,0,2
